id_proposta,pd,score_1a10,decisao,taxa_am,prazo_meses,pct_entrada_minima
P002335,0.0529399943,7,APROVAR,0.0250000000,60,0.1500000000
P002336,0.0810740438,5,NEGAR,,,
P002337,0.3650398550,1,NEGAR,,,
P002338,0.0538002536,7,APROVAR,0.0250000000,60,0.1500000000
P002339,0.3493676775,2,NEGAR,,,
P002340,0.0367348801,8,APROVAR,0.0240000000,60,0.1500000000
P002341,0.0561719533,7,APROVAR,0.0250000000,60,0.1500000000
P002342,0.0315703506,9,APROVAR,0.0230000000,60,0.1000000000
P002343,0.0833657549,5,NEGAR,,,
P002344,0.1540649746,3,NEGAR,,,
P002345,0.0519420604,7,APROVAR,0.0250000000,60,0.1500000000
P002346,0.0316144860,9,APROVAR,0.0230000000,60,0.1000000000
P002347,0.2150539497,3,NEGAR,,,
P002348,0.0349767307,9,APROVAR,0.0230000000,60,0.1000000000
P002349,0.3954864302,1,NEGAR,,,
P002350,0.0352497636,8,APROVAR,0.0240000000,60,0.1500000000
P002351,0.0607352259,6,APROVAR,0.0260000000,48,0.2000000000
P002352,0.1736723073,3,NEGAR,,,
P002353,0.0639092768,6,APROVAR,0.0260000000,48,0.2000000000
P002354,0.0671654810,6,APROVAR,0.0260000000,48,0.2000000000
P002355,0.0395674516,8,APROVAR,0.0240000000,60,0.1500000000
P002356,0.1790517629,3,NEGAR,,,
P002357,0.0211505613,9,APROVAR,0.0230000000,60,0.1000000000
P002358,0.2534733244,2,NEGAR,,,
P002359,0.0294390465,9,APROVAR,0.0230000000,60,0.1000000000
P002360,0.2722672474,2,NEGAR,,,
P002361,0.0778242995,5,NEGAR,,,
P002362,0.3299060874,2,NEGAR,,,
P002363,0.1976986364,3,NEGAR,,,
P002364,0.0424025837,8,APROVAR,0.0240000000,60,0.1500000000
P002365,0.1099199137,4,NEGAR,,,
P002366,0.2485497017,2,NEGAR,,,
P002367,0.4478504651,1,NEGAR,,,
P002368,0.0586766608,7,APROVAR,0.0250000000,60,0.1500000000
P002369,0.1676244504,3,NEGAR,,,
P002370,0.1321428512,4,NEGAR,,,
P002371,0.3798801337,1,NEGAR,,,
P002372,0.0468107851,8,APROVAR,0.0240000000,60,0.1500000000
P002373,0.0426403048,8,APROVAR,0.0240000000,60,0.1500000000
P002374,0.0238121756,9,APROVAR,0.0230000000,60,0.1000000000
P002375,0.3983394199,1,NEGAR,,,
P002376,0.0337191923,9,APROVAR,0.0230000000,60,0.1000000000
P002377,0.0800731520,5,NEGAR,,,
P002378,0.1363580512,4,NEGAR,,,
P002379,0.3261757221,2,NEGAR,,,
P002380,0.0536448693,7,APROVAR,0.0250000000,60,0.1500000000
P002381,0.2660578835,2,NEGAR,,,
P002382,0.0385845649,8,APROVAR,0.0240000000,60,0.1500000000
P002383,0.0346507024,9,APROVAR,0.0230000000,60,0.1000000000
P002384,0.0947241665,5,NEGAR,,,
P002385,0.2878890097,2,NEGAR,,,
P002386,0.1721492681,3,NEGAR,,,
P002387,0.1124081476,4,NEGAR,,,
P002388,0.2880859672,2,NEGAR,,,
P002389,0.4993153500,1,NEGAR,,,
P002390,0.0295220324,9,APROVAR,0.0230000000,60,0.1000000000
P002391,0.1592712452,3,NEGAR,,,
P002392,0.1293587066,4,NEGAR,,,
P002393,0.0285695815,9,APROVAR,0.0230000000,60,0.1000000000
P002394,0.0965474541,5,NEGAR,,,
P002395,0.0459498851,8,APROVAR,0.0240000000,60,0.1500000000
P002396,0.2660768807,2,NEGAR,,,
P002397,0.0220122099,9,APROVAR,0.0230000000,60,0.1000000000
P002398,0.0825063365,5,NEGAR,,,
P002399,0.2164313633,3,NEGAR,,,
P002400,0.4197141325,1,NEGAR,,,
P002401,0.0380047769,8,APROVAR,0.0240000000,60,0.1500000000
P002402,0.0418220065,8,APROVAR,0.0240000000,60,0.1500000000
P002403,0.1229029612,4,NEGAR,,,
P002404,0.0346370548,9,APROVAR,0.0230000000,60,0.1000000000
P002405,0.0896484934,5,NEGAR,,,
P002406,0.3813309773,1,NEGAR,,,
P002407,0.0894581710,5,NEGAR,,,
P002408,0.3074688234,2,NEGAR,,,
P002409,0.0400609038,8,APROVAR,0.0240000000,60,0.1500000000
P002410,0.2630553600,2,NEGAR,,,
P002411,0.0409173780,8,APROVAR,0.0240000000,60,0.1500000000
P002412,0.2273858894,2,NEGAR,,,
P002413,0.1010327996,4,NEGAR,,,
P002414,0.1690167191,3,NEGAR,,,
P002415,0.3033259282,2,NEGAR,,,
P002416,0.0244161961,9,APROVAR,0.0230000000,60,0.1000000000
P002417,0.0542262164,7,APROVAR,0.0250000000,60,0.1500000000
P002418,0.0372403482,8,APROVAR,0.0240000000,60,0.1500000000
P002419,0.0463681362,8,APROVAR,0.0240000000,60,0.1500000000
P002420,0.2698414798,2,NEGAR,,,
P002421,0.1261617087,4,NEGAR,,,
P002422,0.0752686541,5,NEGAR,,,
P002423,0.0331736005,9,APROVAR,0.0230000000,60,0.1000000000
P002424,0.1683631426,3,NEGAR,,,
P002425,0.1767552228,3,NEGAR,,,
P002426,0.2719935870,2,NEGAR,,,
P002427,0.2455157968,2,NEGAR,,,
P002428,0.0404938992,8,APROVAR,0.0240000000,60,0.1500000000
P002429,0.2311924249,2,NEGAR,,,
P002430,0.0525078202,7,APROVAR,0.0250000000,60,0.1500000000
P002431,0.0284934925,9,APROVAR,0.0230000000,60,0.1000000000
P002432,0.0565831569,7,APROVAR,0.0250000000,60,0.1500000000
P002433,0.0604975343,6,APROVAR,0.0260000000,48,0.2000000000
P002434,0.0404157501,8,APROVAR,0.0240000000,60,0.1500000000
P002435,0.0513942663,7,APROVAR,0.0250000000,60,0.1500000000
P002436,0.0280582453,9,APROVAR,0.0230000000,60,0.1000000000
P002437,0.0279011617,9,APROVAR,0.0230000000,60,0.1000000000
P002438,0.0304537349,9,APROVAR,0.0230000000,60,0.1000000000
P002439,0.0569524117,7,APROVAR,0.0250000000,60,0.1500000000
P002440,0.0513746354,7,APROVAR,0.0250000000,60,0.1500000000
P002441,0.0222603065,9,APROVAR,0.0230000000,60,0.1000000000
P002442,0.3515722358,1,NEGAR,,,
P002443,0.0338230743,9,APROVAR,0.0230000000,60,0.1000000000
P002444,0.2655051732,2,NEGAR,,,
P002445,0.0416711418,8,APROVAR,0.0240000000,60,0.1500000000
P002446,0.3511752909,1,NEGAR,,,
P002447,0.3467873211,2,NEGAR,,,
P002448,0.0525749707,7,APROVAR,0.0250000000,60,0.1500000000
P002449,0.3396663606,2,NEGAR,,,
P002450,0.0546188445,7,APROVAR,0.0250000000,60,0.1500000000
P002451,0.2154598054,3,NEGAR,,,
P002452,0.0647014916,6,APROVAR,0.0260000000,48,0.2000000000
P002453,0.0422037515,8,APROVAR,0.0240000000,60,0.1500000000
P002454,0.0786109027,5,NEGAR,,,
P002455,0.1912977609,3,NEGAR,,,
P002456,0.0891900625,5,NEGAR,,,
P002457,0.3495204998,2,NEGAR,,,
P002458,0.0573670231,7,APROVAR,0.0250000000,60,0.1500000000
P002459,0.0411956087,8,APROVAR,0.0240000000,60,0.1500000000
P002460,0.1702847400,3,NEGAR,,,
P002461,0.0382968830,8,APROVAR,0.0240000000,60,0.1500000000
P002462,0.1869070220,3,NEGAR,,,
P002463,0.3782089321,1,NEGAR,,,
P002464,0.3126505900,2,NEGAR,,,
P002465,0.1415216205,4,NEGAR,,,
P002466,0.0338967233,9,APROVAR,0.0230000000,60,0.1000000000
P002467,0.0281737070,9,APROVAR,0.0230000000,60,0.1000000000
P002468,0.0240298569,9,APROVAR,0.0230000000,60,0.1000000000
P002469,0.0547954832,7,APROVAR,0.0250000000,60,0.1500000000
P002470,0.0360883599,8,APROVAR,0.0240000000,60,0.1500000000
P002471,0.3242829381,2,NEGAR,,,
P002472,0.1351008042,4,NEGAR,,,
P002473,0.0260842824,9,APROVAR,0.0230000000,60,0.1000000000
P002474,0.0806781648,5,NEGAR,,,
P002475,0.1595355689,3,NEGAR,,,
P002476,0.0658840035,6,APROVAR,0.0260000000,48,0.2000000000
P002477,0.2753840641,2,NEGAR,,,
P002478,0.0527593089,7,APROVAR,0.0250000000,60,0.1500000000
P002479,0.2216223288,2,NEGAR,,,
P002480,0.0313271088,9,APROVAR,0.0230000000,60,0.1000000000
P002481,0.0797305467,5,NEGAR,,,
P002482,0.1439202000,4,NEGAR,,,
P002483,0.0354450709,8,APROVAR,0.0240000000,60,0.1500000000
P002484,0.0430301126,8,APROVAR,0.0240000000,60,0.1500000000
P002485,0.0592666035,7,APROVAR,0.0250000000,60,0.1500000000
P002486,0.2999453108,2,NEGAR,,,
P002487,0.0515707388,7,APROVAR,0.0250000000,60,0.1500000000
P002488,0.0184979797,10,APROVAR,0.0225000000,60,0.1000000000
P002489,0.0359663517,8,APROVAR,0.0240000000,60,0.1500000000
P002490,0.1557042918,3,NEGAR,,,
P002491,0.0581938599,7,APROVAR,0.0250000000,60,0.1500000000
P002492,0.2076080305,3,NEGAR,,,
P002493,0.1413774885,4,NEGAR,,,
P002494,0.0802464872,5,NEGAR,,,
P002495,0.2824403338,2,NEGAR,,,
P002496,0.0219103826,9,APROVAR,0.0230000000,60,0.1000000000
P002497,0.1908906053,3,NEGAR,,,
P002498,0.3340700894,2,NEGAR,,,
P002499,0.1830154741,3,NEGAR,,,
P002500,0.0649241668,6,APROVAR,0.0260000000,48,0.2000000000
P002501,0.0491168267,8,APROVAR,0.0240000000,60,0.1500000000
P002502,0.0489081386,8,APROVAR,0.0240000000,60,0.1500000000
P002503,0.3911747383,1,NEGAR,,,
P002504,0.0460427760,8,APROVAR,0.0240000000,60,0.1500000000
P002505,0.0393242810,8,APROVAR,0.0240000000,60,0.1500000000
P002506,0.0456206831,8,APROVAR,0.0240000000,60,0.1500000000
P002507,0.3213228352,2,NEGAR,,,
P002508,0.0240438499,9,APROVAR,0.0230000000,60,0.1000000000
P002509,0.1781915941,3,NEGAR,,,
P002510,0.0180932915,10,APROVAR,0.0225000000,60,0.1000000000
P002511,0.0313745338,9,APROVAR,0.0230000000,60,0.1000000000
P002512,0.4749922840,1,NEGAR,,,
P002513,0.0345929808,9,APROVAR,0.0230000000,60,0.1000000000
P002514,0.0485020779,8,APROVAR,0.0240000000,60,0.1500000000
P002515,0.0272594392,9,APROVAR,0.0230000000,60,0.1000000000
P002516,0.0720077185,6,APROVAR,0.0260000000,48,0.2000000000
P002517,0.0218851830,9,APROVAR,0.0230000000,60,0.1000000000
P002518,0.2083274679,3,NEGAR,,,
P002519,0.1628640605,3,NEGAR,,,
P002520,0.2031547394,3,NEGAR,,,
P002521,0.2028208470,3,NEGAR,,,
P002522,0.0895178924,5,NEGAR,,,
P002523,0.1660440001,3,NEGAR,,,
P002524,0.1012275155,4,NEGAR,,,
P002525,0.0239984689,9,APROVAR,0.0230000000,60,0.1000000000
P002526,0.2723021213,2,NEGAR,,,
P002527,0.1603738507,3,NEGAR,,,
P002528,0.0859831324,5,NEGAR,,,
P002529,0.2958479624,2,NEGAR,,,
P002530,0.0917129585,5,NEGAR,,,
P002531,0.0689538192,6,APROVAR,0.0260000000,48,0.2000000000
P002532,0.2765752406,2,NEGAR,,,
P002533,0.4010828591,1,NEGAR,,,
P002534,0.0460927738,8,APROVAR,0.0240000000,60,0.1500000000
P002535,0.1285754298,4,NEGAR,,,
P002536,0.0585961775,7,APROVAR,0.0250000000,60,0.1500000000
P002537,0.1309075094,4,NEGAR,,,
P002538,0.1166631358,4,NEGAR,,,
P002539,0.0554631247,7,APROVAR,0.0250000000,60,0.1500000000
P002540,0.0286432896,9,APROVAR,0.0230000000,60,0.1000000000
P002541,0.0524314298,7,APROVAR,0.0250000000,60,0.1500000000
P002542,0.0431564616,8,APROVAR,0.0240000000,60,0.1500000000
P002543,0.1557488533,3,NEGAR,,,
P002544,0.2216238642,2,NEGAR,,,
P002545,0.0646870371,6,APROVAR,0.0260000000,48,0.2000000000
P002546,0.1213687318,4,NEGAR,,,
P002547,0.0351875057,8,APROVAR,0.0240000000,60,0.1500000000
P002548,0.0575745863,7,APROVAR,0.0250000000,60,0.1500000000
P002549,0.2213643866,2,NEGAR,,,
P002550,0.2185876932,3,NEGAR,,,
P002551,0.1844585806,3,NEGAR,,,
P002552,0.3122225150,2,NEGAR,,,
P002553,0.1993504487,3,NEGAR,,,
P002554,0.1395618102,4,NEGAR,,,
P002555,0.0398976930,8,APROVAR,0.0240000000,60,0.1500000000
P002556,0.0784017875,5,NEGAR,,,
P002557,0.0224982133,9,APROVAR,0.0230000000,60,0.1000000000
P002558,0.1503186400,3,NEGAR,,,
P002559,0.1007455477,4,NEGAR,,,
P002560,0.0208508619,9,APROVAR,0.0230000000,60,0.1000000000
P002561,0.1005259030,4,NEGAR,,,
P002562,0.3432476119,2,NEGAR,,,
P002563,0.0936016158,5,NEGAR,,,
P002564,0.1433443406,4,NEGAR,,,
P002565,0.0322792869,9,APROVAR,0.0230000000,60,0.1000000000
P002566,0.1825985190,3,NEGAR,,,
P002567,0.1846540785,3,NEGAR,,,
P002568,0.2404645283,2,NEGAR,,,
P002569,0.0543234874,7,APROVAR,0.0250000000,60,0.1500000000
P002570,0.0399838831,8,APROVAR,0.0240000000,60,0.1500000000
P002571,0.0538518728,7,APROVAR,0.0250000000,60,0.1500000000
P002572,0.2608178205,2,NEGAR,,,
P002573,0.0900829871,5,NEGAR,,,
P002574,0.0291107878,9,APROVAR,0.0230000000,60,0.1000000000
P002575,0.0188497822,10,APROVAR,0.0225000000,60,0.1000000000
P002576,0.2938151982,2,NEGAR,,,
P002577,0.1421661308,4,NEGAR,,,
P002578,0.0815210034,5,NEGAR,,,
P002579,0.3007194316,2,NEGAR,,,
P002580,0.2026758738,3,NEGAR,,,
P002581,0.1049645148,4,NEGAR,,,
P002582,0.1039370414,4,NEGAR,,,
P002583,0.1343259361,4,NEGAR,,,
P002584,0.4752019609,1,NEGAR,,,
P002585,0.0417554339,8,APROVAR,0.0240000000,60,0.1500000000
P002586,0.0737830651,6,APROVAR,0.0260000000,48,0.2000000000
P002587,0.0527667657,7,APROVAR,0.0250000000,60,0.1500000000
P002588,0.2641233647,2,NEGAR,,,
P002589,0.0304381063,9,APROVAR,0.0230000000,60,0.1000000000
P002590,0.0731712101,6,APROVAR,0.0260000000,48,0.2000000000
P002591,0.0369812385,8,APROVAR,0.0240000000,60,0.1500000000
P002592,0.0368455043,8,APROVAR,0.0240000000,60,0.1500000000
P002593,0.0449660948,8,APROVAR,0.0240000000,60,0.1500000000
P002594,0.0484381597,8,APROVAR,0.0240000000,60,0.1500000000
P002595,0.2274512448,2,NEGAR,,,
P002596,0.0891354015,5,NEGAR,,,
P002597,0.0319910272,9,APROVAR,0.0230000000,60,0.1000000000
P002598,0.2249191782,2,NEGAR,,,
P002599,0.0462079056,8,APROVAR,0.0240000000,60,0.1500000000
P002600,0.0400177796,8,APROVAR,0.0240000000,60,0.1500000000
P002601,0.2146109172,3,NEGAR,,,
P002602,0.0257025291,9,APROVAR,0.0230000000,60,0.1000000000
P002603,0.0397814557,8,APROVAR,0.0240000000,60,0.1500000000
P002604,0.0412480847,8,APROVAR,0.0240000000,60,0.1500000000
P002605,0.0423566556,8,APROVAR,0.0240000000,60,0.1500000000
P002606,0.0496282259,8,APROVAR,0.0240000000,60,0.1500000000
P002607,0.2279782279,2,NEGAR,,,
P002608,0.2980528500,2,NEGAR,,,
P002609,0.0577483448,7,APROVAR,0.0250000000,60,0.1500000000
P002610,0.0564676285,7,APROVAR,0.0250000000,60,0.1500000000
P002611,0.0779797156,5,NEGAR,,,
P002612,0.0390508845,8,APROVAR,0.0240000000,60,0.1500000000
P002613,0.3693549734,1,NEGAR,,,
P002614,0.1566731566,3,NEGAR,,,
P002615,0.2490340741,2,NEGAR,,,
P002616,0.3307293872,2,NEGAR,,,
P002617,0.0616529961,6,APROVAR,0.0260000000,48,0.2000000000
P002618,0.0348445925,9,APROVAR,0.0230000000,60,0.1000000000
P002619,0.0577598918,7,APROVAR,0.0250000000,60,0.1500000000
P002620,0.4034413458,1,NEGAR,,,
P002621,0.3646740538,1,NEGAR,,,
P002622,0.0571290717,7,APROVAR,0.0250000000,60,0.1500000000
P002623,0.1881051058,3,NEGAR,,,
P002624,0.1170132194,4,NEGAR,,,
P002625,0.4597665940,1,NEGAR,,,
P002626,0.0358059092,8,APROVAR,0.0240000000,60,0.1500000000
P002627,0.2000087006,3,NEGAR,,,
P002628,0.1162272728,4,NEGAR,,,
P002629,0.2523846034,2,NEGAR,,,
P002630,0.0932973682,5,NEGAR,,,
P002631,0.1291193611,4,NEGAR,,,
P002632,0.0639718323,6,APROVAR,0.0260000000,48,0.2000000000
P002633,0.0799095437,5,NEGAR,,,
P002634,0.2945285970,2,NEGAR,,,
P002635,0.0392236841,8,APROVAR,0.0240000000,60,0.1500000000
P002636,0.1979940388,3,NEGAR,,,
P002637,0.2602092722,2,NEGAR,,,
P002638,0.2408436853,2,NEGAR,,,
P002639,0.0545529059,7,APROVAR,0.0250000000,60,0.1500000000
P002640,0.2387419523,2,NEGAR,,,
P002641,0.0497914670,8,APROVAR,0.0240000000,60,0.1500000000
P002642,0.3005769052,2,NEGAR,,,
P002643,0.0891171384,5,NEGAR,,,
P002644,0.2989970425,2,NEGAR,,,
P002645,0.0306240676,9,APROVAR,0.0230000000,60,0.1000000000
P002646,0.0631722777,6,APROVAR,0.0260000000,48,0.2000000000
P002647,0.0341558904,9,APROVAR,0.0230000000,60,0.1000000000
P002648,0.1951590796,3,NEGAR,,,
P002649,0.0407829202,8,APROVAR,0.0240000000,60,0.1500000000
P002650,0.0316262441,9,APROVAR,0.0230000000,60,0.1000000000
P002651,0.0242808122,9,APROVAR,0.0230000000,60,0.1000000000
P002652,0.0318479958,9,APROVAR,0.0230000000,60,0.1000000000
P002653,0.0306430223,9,APROVAR,0.0230000000,60,0.1000000000
P002654,0.0652010724,6,APROVAR,0.0260000000,48,0.2000000000
P002655,0.0812029097,5,NEGAR,,,
P002656,0.2576630878,2,NEGAR,,,
P002657,0.0334476231,9,APROVAR,0.0230000000,60,0.1000000000
P002658,0.1187449224,4,NEGAR,,,
P002659,0.0490929347,8,APROVAR,0.0240000000,60,0.1500000000
P002660,0.0507404735,7,APROVAR,0.0250000000,60,0.1500000000
P002661,0.0734579084,6,APROVAR,0.0260000000,48,0.2000000000
P002662,0.0682971092,6,APROVAR,0.0260000000,48,0.2000000000
P002663,0.0297978477,9,APROVAR,0.0230000000,60,0.1000000000
P002664,0.0305063726,9,APROVAR,0.0230000000,60,0.1000000000
P002665,0.0930278724,5,NEGAR,,,
P002666,0.0215725924,9,APROVAR,0.0230000000,60,0.1000000000
P002667,0.2779068745,2,NEGAR,,,
P002668,0.2015792446,3,NEGAR,,,
P002669,0.0392855836,8,APROVAR,0.0240000000,60,0.1500000000
P002670,0.0335013450,9,APROVAR,0.0230000000,60,0.1000000000
P002671,0.0901485914,5,NEGAR,,,
P002672,0.0474843244,8,APROVAR,0.0240000000,60,0.1500000000
P002673,0.0273333429,9,APROVAR,0.0230000000,60,0.1000000000
P002674,0.4337642188,1,NEGAR,,,
P002675,0.3719240588,1,NEGAR,,,
P002676,0.0387117094,8,APROVAR,0.0240000000,60,0.1500000000
P002677,0.3039031298,2,NEGAR,,,
P002678,0.0369365856,8,APROVAR,0.0240000000,60,0.1500000000
P002679,0.1171203462,4,NEGAR,,,
P002680,0.0494161194,8,APROVAR,0.0240000000,60,0.1500000000
P002681,0.0872555093,5,NEGAR,,,
P002682,0.3571683610,1,NEGAR,,,
P002683,0.2751592014,2,NEGAR,,,
P002684,0.0799320420,5,NEGAR,,,
P002685,0.1946697857,3,NEGAR,,,
P002686,0.3434237011,2,NEGAR,,,
P002687,0.0458623297,8,APROVAR,0.0240000000,60,0.1500000000
P002688,0.0996769612,5,NEGAR,,,
P002689,0.2931647468,2,NEGAR,,,
P002690,0.0380827805,8,APROVAR,0.0240000000,60,0.1500000000
P002691,0.0472104243,8,APROVAR,0.0240000000,60,0.1500000000
P002692,0.2042058989,3,NEGAR,,,
P002693,0.0784094968,5,NEGAR,,,
P002694,0.0809740784,5,NEGAR,,,
P002695,0.1800473549,3,NEGAR,,,
P002696,0.0367575338,8,APROVAR,0.0240000000,60,0.1500000000
P002697,0.0230530532,9,APROVAR,0.0230000000,60,0.1000000000
P002698,0.0549699211,7,APROVAR,0.0250000000,60,0.1500000000
P002699,0.0354120576,8,APROVAR,0.0240000000,60,0.1500000000
P002700,0.0416290787,8,APROVAR,0.0240000000,60,0.1500000000
P002701,0.3120194934,2,NEGAR,,,
P002702,0.0510896134,7,APROVAR,0.0250000000,60,0.1500000000
P002703,0.2782505182,2,NEGAR,,,
P002704,0.0395491463,8,APROVAR,0.0240000000,60,0.1500000000
P002705,0.0763398383,5,NEGAR,,,
P002706,0.1837156691,3,NEGAR,,,
P002707,0.0405016101,8,APROVAR,0.0240000000,60,0.1500000000
P002708,0.0497010462,8,APROVAR,0.0240000000,60,0.1500000000
P002709,0.0318841279,9,APROVAR,0.0230000000,60,0.1000000000
P002710,0.0301906070,9,APROVAR,0.0230000000,60,0.1000000000
P002711,0.0361823555,8,APROVAR,0.0240000000,60,0.1500000000
P002712,0.1559935055,3,NEGAR,,,
P002713,0.0350870976,8,APROVAR,0.0240000000,60,0.1500000000
P002714,0.0352252093,8,APROVAR,0.0240000000,60,0.1500000000
P002715,0.1265663677,4,NEGAR,,,
P002716,0.0253889040,9,APROVAR,0.0230000000,60,0.1000000000
P002717,0.2882679136,2,NEGAR,,,
P002718,0.2457694750,2,NEGAR,,,
P002719,0.0414772276,8,APROVAR,0.0240000000,60,0.1500000000
P002720,0.2230658539,2,NEGAR,,,
P002721,0.0327088379,9,APROVAR,0.0230000000,60,0.1000000000
P002722,0.1417592149,4,NEGAR,,,
P002723,0.0822540934,5,NEGAR,,,
P002724,0.0706854665,6,APROVAR,0.0260000000,48,0.2000000000
P002725,0.1377210433,4,NEGAR,,,
P002726,0.0351293631,8,APROVAR,0.0240000000,60,0.1500000000
P002727,0.0611141374,6,APROVAR,0.0260000000,48,0.2000000000
P002728,0.0435375134,8,APROVAR,0.0240000000,60,0.1500000000
P002729,0.0377054781,8,APROVAR,0.0240000000,60,0.1500000000
P002730,0.0415106098,8,APROVAR,0.0240000000,60,0.1500000000
P002731,0.1231983898,4,NEGAR,,,
P002732,0.0213249218,9,APROVAR,0.0230000000,60,0.1000000000
P002733,0.1331177880,4,NEGAR,,,
P002734,0.1291883469,4,NEGAR,,,
P002735,0.2246519605,2,NEGAR,,,
P002736,0.0232027332,9,APROVAR,0.0230000000,60,0.1000000000
P002737,0.0515373494,7,APROVAR,0.0250000000,60,0.1500000000
P002738,0.0491949982,8,APROVAR,0.0240000000,60,0.1500000000
P002739,0.1582673411,3,NEGAR,,,
P002740,0.0803419593,5,NEGAR,,,
P002741,0.2939909977,2,NEGAR,,,
P002742,0.2643811629,2,NEGAR,,,
P002743,0.1499261992,4,NEGAR,,,
P002744,0.0456825784,8,APROVAR,0.0240000000,60,0.1500000000
P002745,0.3019855934,2,NEGAR,,,
P002746,0.1156329331,4,NEGAR,,,
P002747,0.1616673236,3,NEGAR,,,
P002748,0.2137592206,3,NEGAR,,,
P002749,0.1623070761,3,NEGAR,,,
P002750,0.3549006418,1,NEGAR,,,
P002751,0.0433575322,8,APROVAR,0.0240000000,60,0.1500000000
P002752,0.0341005153,9,APROVAR,0.0230000000,60,0.1000000000
P002753,0.0330389464,9,APROVAR,0.0230000000,60,0.1000000000
P002754,0.0681566743,6,APROVAR,0.0260000000,48,0.2000000000
P002755,0.0345666633,9,APROVAR,0.0230000000,60,0.1000000000
P002756,0.0328746498,9,APROVAR,0.0230000000,60,0.1000000000
P002757,0.0314936791,9,APROVAR,0.0230000000,60,0.1000000000
P002758,0.0295339991,9,APROVAR,0.0230000000,60,0.1000000000
P002759,0.0303033943,9,APROVAR,0.0230000000,60,0.1000000000
P002760,0.0426008921,8,APROVAR,0.0240000000,60,0.1500000000
P002761,0.0343059033,9,APROVAR,0.0230000000,60,0.1000000000
P002762,0.0397440643,8,APROVAR,0.0240000000,60,0.1500000000
P002763,0.0222646870,9,APROVAR,0.0230000000,60,0.1000000000
P002764,0.0658485370,6,APROVAR,0.0260000000,48,0.2000000000
P002765,0.0541366704,7,APROVAR,0.0250000000,60,0.1500000000
P002766,0.0800903508,5,NEGAR,,,
P002767,0.2599773818,2,NEGAR,,,
P002768,0.3482048265,2,NEGAR,,,
P002769,0.2681387456,2,NEGAR,,,
P002770,0.1741985586,3,NEGAR,,,
P002771,0.2591926758,2,NEGAR,,,
P002772,0.2298080455,2,NEGAR,,,
P002773,0.0177455184,10,APROVAR,0.0225000000,60,0.1000000000
P002774,0.0442058437,8,APROVAR,0.0240000000,60,0.1500000000
P002775,0.3521448981,1,NEGAR,,,
P002776,0.0877044609,5,NEGAR,,,
P002777,0.3592997250,1,NEGAR,,,
P002778,0.0419537783,8,APROVAR,0.0240000000,60,0.1500000000
P002779,0.0772634441,5,NEGAR,,,
P002780,0.1862512472,3,NEGAR,,,
P002781,0.0430345490,8,APROVAR,0.0240000000,60,0.1500000000
P002782,0.1556795816,3,NEGAR,,,
P002783,0.1649538594,3,NEGAR,,,
P002784,0.1064312693,4,NEGAR,,,
P002785,0.0730566353,6,APROVAR,0.0260000000,48,0.2000000000
P002786,0.0372610005,8,APROVAR,0.0240000000,60,0.1500000000
P002787,0.0462231682,8,APROVAR,0.0240000000,60,0.1500000000
P002788,0.5361117832,1,NEGAR,,,
P002789,0.0840287004,5,NEGAR,,,
P002790,0.0741982951,6,APROVAR,0.0260000000,48,0.2000000000
P002791,0.0775223411,5,NEGAR,,,
P002792,0.0411793075,8,APROVAR,0.0240000000,60,0.1500000000
P002793,0.0308630156,9,APROVAR,0.0230000000,60,0.1000000000
P002794,0.0295751703,9,APROVAR,0.0230000000,60,0.1000000000
P002795,0.0840828761,5,NEGAR,,,
P002796,0.3319705377,2,NEGAR,,,
P002797,0.0295645576,9,APROVAR,0.0230000000,60,0.1000000000
P002798,0.0501350367,7,APROVAR,0.0250000000,60,0.1500000000
P002799,0.1635520675,3,NEGAR,,,
P002800,0.0947350823,5,NEGAR,,,
P002801,0.2650004122,2,NEGAR,,,
P002802,0.6306996002,1,NEGAR,,,
P002803,0.0300470117,9,APROVAR,0.0230000000,60,0.1000000000
P002804,0.0286731706,9,APROVAR,0.0230000000,60,0.1000000000
P002805,0.1876520503,3,NEGAR,,,
P002806,0.1125793551,4,NEGAR,,,
P002807,0.0718198185,6,APROVAR,0.0260000000,48,0.2000000000
P002808,0.4063715287,1,NEGAR,,,
P002809,0.1867911249,3,NEGAR,,,
P002810,0.1522244304,3,NEGAR,,,
P002811,0.4674798381,1,NEGAR,,,
P002812,0.2380993448,2,NEGAR,,,
P002813,0.0384267241,8,APROVAR,0.0240000000,60,0.1500000000
P002814,0.1497966549,4,NEGAR,,,
P002815,0.0387951627,8,APROVAR,0.0240000000,60,0.1500000000
P002816,0.0358710318,8,APROVAR,0.0240000000,60,0.1500000000
P002817,0.1235142998,4,NEGAR,,,
P002818,0.1610753483,3,NEGAR,,,
P002819,0.1621857364,3,NEGAR,,,
P002820,0.1200604099,4,NEGAR,,,
P002821,0.0303803740,9,APROVAR,0.0230000000,60,0.1000000000
P002822,0.4003945833,1,NEGAR,,,
P002823,0.1462446852,4,NEGAR,,,
P002824,0.0274634535,9,APROVAR,0.0230000000,60,0.1000000000
P002825,0.0889448638,5,NEGAR,,,
P002826,0.0751298856,5,NEGAR,,,
P002827,0.4495659749,1,NEGAR,,,
P002828,0.2981308946,2,NEGAR,,,
P002829,0.4306443252,1,NEGAR,,,
P002830,0.0339235350,9,APROVAR,0.0230000000,60,0.1000000000
P002831,0.1981214778,3,NEGAR,,,
