id_contrato,pd
T002543,0.0606318802
T002544,0.0355996943
T002545,0.0400647735
T002546,0.0685343793
T002547,0.0698155711
T002548,0.2160368251
T002549,0.0421210281
T002550,0.0397141688
T002551,0.0875805469
T002552,0.0482321773
T002553,0.0259277924
T002554,0.0914983290
T002555,0.3164826244
T002556,0.0487183504
T002557,0.1540288106
T002558,0.0455193579
T002559,0.0317002284
T002560,0.0887466544
T002561,0.2495038634
T002562,0.1650500709
T002563,0.0984919447
T002564,0.0563260783
T002565,0.0419222615
T002566,0.0314225974
T002567,0.0398405937
T002568,0.0604420608
T002569,0.1568132358
T002570,0.1386476078
T002571,0.0565976692
T002572,0.0414953817
T002573,0.0411632940
T002574,0.0308203754
T002575,0.0269174096
T002576,0.0598809720
T002577,0.0583077646
T002578,0.0733043394
T002579,0.0294956238
T002580,0.0296547686
T002581,0.2391159208
T002582,0.0588572806
T002583,0.0670776829
T002584,0.0975689983
T002585,0.0640993379
T002586,0.0447883542
T002587,0.0477558440
T002588,0.0190181995
T002589,0.1352117039
T002590,0.0887287756
T002591,0.0730895738
T002592,0.0214168194
T002593,0.0304851254
T002594,0.0343330995
T002595,0.0419730599
T002596,0.0954674219
T002597,0.0539233609
T002598,0.0275445920
T002599,0.0744885338
T002600,0.0277472162
T002601,0.0364031878
T002602,0.0267316838
T002603,0.0337806311
T002604,0.0463855077
T002605,0.0370471791
T002606,0.0504035517
T002607,0.0742290332
T002608,0.0345303007
T002609,0.0940958973
T002610,0.0342658411
T002611,0.0329554423
T002612,0.2556319353
T002613,0.0302054684
T002614,0.0516174415
T002615,0.0424457642
T002616,0.0553940204
T002617,0.1299600834
T002618,0.2067667642
T002619,0.1119276506
T002620,0.0453800627
T002621,0.0248584486
T002622,0.0385680883
T002623,0.0378762432
T002624,0.0305432589
T002625,0.0980521823
T002626,0.0541659935
T002627,0.0390100615
T002628,0.0253199676
T002629,0.0809002295
T002630,0.0704186731
T002631,0.0285423604
T002632,0.0296100990
T002633,0.0402510953
T002634,0.0177122079
T002635,0.0337487519
T002636,0.2997485660
T002637,0.0653956544
T002638,0.0616398622
T002639,0.1799928909
T002640,0.1718508795
T002641,0.2686183558
T002642,0.0475672391
T002643,0.0294209523
T002644,0.3333361297
T002645,0.0250432301
T002646,0.0352914484
T002647,0.0243970076
T002648,0.1611816884
T002649,0.0261255824
T002650,0.0347798840
T002651,0.0730946619
T002652,0.0561490611
T002653,0.0589482313
T002654,0.0414077256
T002655,0.0382058085
T002656,0.1283875330
T002657,0.0221083284
T002658,0.0572958170
T002659,0.0482240231
T002660,0.0699531361
T002661,0.0993623388
T002662,0.0398957618
T002663,0.0280074420
T002664,0.0524703927
T002665,0.0402272219
T002666,0.0410791742
T002667,0.0442658300
T002668,0.0858105106
T002669,0.0171522277
T002670,0.0406075876
T002671,0.1188500761
T002672,0.0362562946
T002673,0.1728627000
T002674,0.0305158096
T002675,0.0586638495
T002676,0.1859476623
T002677,0.0574602132
T002678,0.1007101229
T002679,0.0269682298
T002680,0.0383693035
T002681,0.0861004258
T002682,0.0442512879
T002683,0.0467485635
T002684,0.0272231965
T002685,0.1576577249
T002686,0.0609428619
T002687,0.0284850812
T002688,0.0577906677
T002689,0.0323512520
T002690,0.0600294862
T002691,0.0472410161
T002692,0.0438479324
T002693,0.0877622142
T002694,0.0525777557
T002695,0.0223537472
T002696,0.0558084570
T002697,0.0183887341
T002698,0.3093262335
T002699,0.0344618906
T002700,0.2996341888
T002701,0.1525632580
T002702,0.0295441586
T002703,0.5344612034
T002704,0.0881262552
T002705,0.0691915473
T002706,0.0220408486
T002707,0.0265218632
T002708,0.0414891459
T002709,0.0855335392
T002710,0.1075918493
T002711,0.0975471565
T002712,0.0807807457
T002713,0.0210642590
T002714,0.0304030511
T002715,0.1759160836
T002716,0.0176393852
T002717,0.0291313894
T002718,0.0205592654
T002719,0.0467113035
T002720,0.0381069891
T002721,0.0360449862
T002722,0.0413941985
T002723,0.0238385896
T002724,0.0342320259
T002725,0.0692936608
T002726,0.1704204432
T002727,0.0239092035
T002728,0.0210265415
T002729,0.0795283831
T002730,0.6162413799
T002731,0.0537776589
T002732,0.2648479371
T002733,0.2664689510
T002734,0.0239297785
T002735,0.0189257347
T002736,0.0449383341
T002737,0.0302237246
T002738,0.0347314623
T002739,0.0223895848
T002740,0.0444956575
T002741,0.0442301709
T002742,0.0290258970
T002743,0.0638751134
T002744,0.0510411211
T002745,0.0361352052
T002746,0.0538632020
T002747,0.1395549177
T002748,0.0284051761
T002749,0.0471815902
T002750,0.0370172614
T002751,0.0671015566
T002752,0.0221274816
T002753,0.0579861005
T002754,0.0282342875
T002755,0.0365783237
T002756,0.0688292959
T002757,0.1087088929
T002758,0.0266301830
T002759,0.1934173868
T002760,0.0645256845
T002761,0.0655409848
T002762,0.0488307138
T002763,0.0979834992
T002764,0.0381975550
T002765,0.0453605031
T002766,0.0486051808
T002767,0.0881317044
T002768,0.0246996342
T002769,0.0370887264
T002770,0.3475629660
T002771,0.2337639887
T002772,0.0742881306
T002773,0.3151645238
T002774,0.0509259027
T002775,0.0200539203
T002776,0.0817423783
T002777,0.0499149787
T002778,0.0412144540
T002779,0.2590278289
T002780,0.0398728094
T002781,0.1019425408
T002782,0.0474022678
T002783,0.0908733492
T002784,0.0232435723
T002785,0.0372041474
T002786,0.1354924558
T002787,0.0324830132
T002788,0.0655979932
T002789,0.0282000433
T002790,0.0328834200
T002791,0.0308240807
T002792,0.3614898224
T002793,0.0599183640
T002794,0.0353107003
T002795,0.0276665559
T002796,0.0458959626
T002797,0.0349068025
T002798,0.0695458903
T002799,0.0353666428
T002800,0.0400188667
T002801,0.1927527975
T002802,0.0375442194
T002803,0.0369110586
T002804,0.0467821471
T002805,0.0438151663
T002806,0.0686771501
T002807,0.0359404524
T002808,0.0521627126
T002809,0.0302452838
T002810,0.0405389042
T002811,0.0417702657
T002812,0.0591461163
T002813,0.0356779404
T002814,0.2315479788
T002815,0.0347926570
T002816,0.0267165896
T002817,0.1587945973
T002818,0.0418989054
T002819,0.0693119876
T002820,0.0505941570
T002821,0.1232843906
T002822,0.0686919948
T002823,0.0689975556
T002824,0.0636068397
T002825,0.0493134378
T002826,0.1502065984
T002827,0.1096486278
T002828,0.0271280809
T002829,0.2165120286
T002830,0.0392325526
T002831,0.2730465167
T002832,0.0362790999
T002833,0.0781154554
T002834,0.3227262183
T002835,0.0626750376
T002836,0.0179564907
T002837,0.0364014223
T002838,0.0322111998
T002839,0.0664967836
T002840,0.0451609768
T002841,0.0380663102
T002842,0.0490339982
T002843,0.0290857155
T002844,0.0432570325
T002845,0.2833561088
T002846,0.0330623707
T002847,0.0568289044
T002848,0.0596568770
T002849,0.0343905822
T002850,0.0682823374
T002851,0.0490841217
T002852,0.0563260155
T002853,0.0310294472
T002854,0.0580228536
T002855,0.0738230962
T002856,0.0359617741
T002857,0.0725490051
T002858,0.2754740362
T002859,0.0307752525
T002860,0.0272733553
T002861,0.0453533859
T002862,0.0457495801
T002863,0.0248870399
T002864,0.4409950260
T002865,0.2822299045
T002866,0.0687799207
T002867,0.0714782263
T002868,0.0235978163
T002869,0.0972972792
T002870,0.0566452662
T002871,0.1610103874
T002872,0.0832215874
T002873,0.0349013622
T002874,0.0554645148
T002875,0.0668593134
T002876,0.1127022456
T002877,0.0387180927
T002878,0.1366048790
T002879,0.0490771128
T002880,0.1241619619
T002881,0.0369172337
T002882,0.1488663948
T002883,0.0338148531
T002884,0.0553026050
T002885,0.0230879358
T002886,0.0491559586
T002887,0.0762344829
T002888,0.0436585224
T002889,0.0830819994
T002890,0.1299303048
T002891,0.0537947523
T002892,0.0539546946
T002893,0.0287778346
T002894,0.0348840436
T002895,0.1060075805
T002896,0.0344809832
T002897,0.0438520086
T002898,0.0288161007
T002899,0.0518283686
T002900,0.0622836105
T002901,0.2744260454
T002902,0.1362918244
T002903,0.0383972711
T002904,0.0477866105
T002905,0.0691794462
T002906,0.0367446866
T002907,0.0851718905
T002908,0.0311501049
T002909,0.0329212116
T002910,0.0319232798
T002911,0.0431393035
T002912,0.0529346177
T002913,0.3795841392
T002914,0.0211088596
T002915,0.4429386573
T002916,0.0344915673
T002917,0.2405261145
T002918,0.0864570897
T002919,0.0500546924
T002920,0.0451228138
T002921,0.1482151233
T002922,0.0504789114
T002923,0.0436020732
T002924,0.0705256058
T002925,0.1251772113
T002926,0.0247650988
T002927,0.1197301521
T002928,0.0812996869
T002929,0.2708785120
T002930,0.0564724699
T002931,0.0532066694
T002932,0.1208251319
T002933,0.0834638690
T002934,0.0807780947
T002935,0.0765565529
T002936,0.0436352870
T002937,0.0177468767
T002938,0.0384151025
T002939,0.0414831346
T002940,0.0462090701
T002941,0.0585803597
T002942,0.2018825953
T002943,0.0540191776
T002944,0.0663288476
T002945,0.0394646149
T002946,0.0755577408
T002947,0.0456879845
T002948,0.0586827690
T002949,0.0535427790
T002950,0.0658027948
T002951,0.0365713566
T002952,0.0373680334
T002953,0.0241826191
T002954,0.0679201558
T002955,0.0432446975
T002956,0.0282239251
T002957,0.0866282550
T002958,0.0781868883
T002959,0.0487036421
T002960,0.0391026393
T002961,0.0801384199
T002962,0.0246595800
T002963,0.0374486953
T002964,0.0413131813
T002965,0.0248682227
T002966,0.2773807790
T002967,0.0559329776
T002968,0.0536532282
T002969,0.1070356266
T002970,0.1959034323
T002971,0.0707659982
T002972,0.0334191337
T002973,0.0383923300
T002974,0.0506865378
T002975,0.0361802809
T002976,0.0307927512
T002977,0.0342421984
T002978,0.0392398263
T002979,0.0883911328
T002980,0.0317294780
T002981,0.0423101083
T002982,0.1094550566
T002983,0.0257563165
T002984,0.0525539958
T002985,0.1215280610
T002986,0.0782322370
T002987,0.0855926350
T002988,0.0271918837
T002989,0.0416228034
T002990,0.0226487818
T002991,0.1060123721
T002992,0.0403643071
T002993,0.0308185362
T002994,0.0410736102
T002995,0.0529480462
T002996,0.0401770372
T002997,0.0547949004
T002998,0.0830908988
T002999,0.0334539918
T003000,0.0444153363
